,title,lyrics,album
0,Appointment,"[Verse 1]
Got my fancy clothes, and the candles lit
Dinners getting cold, can't quite seem to sit
I have been anxious all day
Ever since you called, you called
Got the water runnin', just like you said
Now my body's burnin' and I start to sweat
I could never do what we do all alone
Alone

[Hook]
Girl its half an hour past ten
Got me waitin' in my bed
You’ve been busy in my head
Since noon
I got to feel you, freak you
Since noon
I got to feel you, freak you

[Refrain]
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment

[Verse 2]
Now I feel the urge, I hope you feel it too
Now imagine girl what I'mma do to you
Girl the image of your body got me sprung, me sprung
Never felt like this about another one
You are killing me girl cause is half past one
My body trembles every time my clock agrees

[Hook]
Girl it's half an hour past ten
Got me waitin' in my bed
You’ve been busy in my head
Since noon
I got to feel you, freak you
Since noon
I got to feel you, freak you

[Refrain]
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment

[Hook]
Girl its half an hour past ten
Got me waiting in my bed
You’ve been busy in my head
Since noon
I got to feel you, freak you
Since noon
I got to feel you, freak you

[Refrain]
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment
Come to my appoint
Come to, come to my appointment

[Outro]
I wanna fuck you, I wanna fuck you, I wanna fuck you",The Noise EP
0,As You Are,"[Verse 1]
It's just me and you
They couldn't see what I see in you, yeah
Cause I believe in you
You're the only one I choose

[Pre-Chorus 1]
Even though you break my heart
Even though you break my heart, baby
I know what we are, our love's too young
Even though you break my heart, my love
I'mma need you, I'mma need you, I'mma need you, yeah

[Chorus]
Show me your broken heart and all your scars
Baby I'll take, I'll take, I'll take, I'll take you as you are
I'll take you as you are, yeah
Show me your broken parts and all your flaws
Baby I'll take, I'll take, I'll take, I'll take you as you are
I'll take you as you are, yeah

[Verse 2]
It's just you and I
Ooh yeah
Just a phase in our little lie, yeah
We can sex all night
Ooh whoa
I see the want to in your eyes

[Pre-Chorus 2]
But you know I'll break your heart, your heart
Cause I know what we are, my love's too young
Even though I'll break your heart, your heart
I'mma need you, I'mma need you, I'mma need you, yeah

[Chorus]
Show me your broken heart and all your scars
Baby I'll take, I'll take, I'll take, I'll take you as you are
I'll take you as you are
Show me your broken parts to know your flaws
Baby I'll take, I'll take, I'll take, I'll take you as you are
I'll take you as you are, yeah, yeah

[Interlude]
Oh oh, hey-ey
You know it, you know I know it, baby
No, no, yeah, you know it, you know I know it, baby
You know, you know, you know
You know, know, oh
You know, know, baby

[Outro]
As I am
Baby, won't you take me as I am?
As I am, as I am, as I am
Baby, won't you take me as I am?
As I am, as I am
As I am, baby, won't you take me as I am?
As I am, as I am
As I am, baby, won't you take me as I am?
As I am, as I am",Beauty Behind the Madness
0,Attention,"[Intro: Mustafa The Poet]
Ooo, oo, oo, oo, oo, oo
Ooo, oo, ooo-oo
Ooo, oo, oo, oo, oo

[Verse 1: The Weeknd & Mustafa The Poet]
Baby, you were so strong
Ooo, oo, oo, oo, oo
Baby, you were calm, you were so calm, yeah
Ooo, oo, ooo-oo
Tell me where it went wrong
Ooo, oo, oo, oo, oo
Tell me how to love, it's been so long
When a call's not enough, and you just need to touch
Thinking twice on my one
But you just need to trust

[Hook: The Weeknd]
You're only looking for attention
You only notice it cause I'm never around
You're only looking for attention, oh, oh
You're only looking for attention
The only problem is you'll never get enough
You're only looking for attention, oh, oh

[Verse 2: The Weeknd &  Mustafa The Poet]
What do you expect now?
Ooo, oo, oo, oo, oo
Only thing left is the sex now
Ooo, oo, ooo-oo
'Cause baby, too vexed now
Ooo, oo, oo, oo, oo
Only see me on the TV or the bed now
When a touch not enough
You were more than a fuck
Thinking twice, I'm the one
But you just need to trust

[Hook: The Weeknd]
You're only looking for attention
You only notice it cause I'm never around
You're only looking for attention, oh, oh
You're only looking for attention
The only problem is you'll never get enough
You're only looking for attention, oh, oh-oh

[Bridge: The Weeknd]
Ooo, ooo, ooo, attention
(Love all the attention, baby)
Ooo, ooo, ooo, attention
(Love all the attention, baby)

[Hook: The Weeknd]
You're only looking for attention
You only notice it cause I'm never around
You're only looking for attention, oh, oh
You're only looking for attention
The only problem is you'll never get enough
You're only looking for attention, oh, oh-oh

[Outro: Mustafa The Poet & The Weeknd]
Oh, oh, oh, oh, oh
Oh, oh
(Yeah)
Oh, oh",Starboy
0,Baby,"[Verse 1]
I'm hella posted in the TRUMP now
I think I’ve finally fell in love now
Her name is Tammy, she got hella bitches
She let me fuck 'em while my niggas film it
My place so empty, need a centerpiece
Twenty racks a table, cut from ebony
She cut that ivory into skinny pieces
Then she clean it with her face, man, I love my baby
Man, I love my baby, man, I love my baby
Trust me, trust me, I love my baby
Man, I love my baby, man, I love my baby, trust me, trust me


[Bridge]
Oh, yeah, oh, yeah
Oh-oh-oh-oh-oh, oh, yeah
Oh, oh, oh-oh-oh-oh-oh, oh, yeah
Ooh, oh, yeah
Ooh

[Verse 2]
I turned the Ritz into a poor house
It's like eviction number four now
Go ’head an' ash it on the floor now
Girl, go 'head an' show me how you go down
Man, I feel my whole body peakin'
An' I'm fuckin' anybody with they legs wide
Got me higher than a nigga from the westside
Eastcoast nigga reppin’ northside, never waste a ho’s time
Bitch, I'm on my own time, fuck a nigga cosign
’Cause I get it better like proline, baby girl, I don't lie
Used to have no money for a crib
Now my room service still cost your whole life
Nigga try to me step me, I go all-out military
I'm camo'd all-out like I’m in the military
Free my nigga Jack, wish he was out in February
Perfect time to come out for the album drop
But this shit a throwaway

[Chorus]
I got 'em sweatin' off a throwaway
Man, this shit is such a throwaway
(This ain't that album shit, man, this just a throwaway)

[Verse 3]
I don't seem to have you niggas 'round me
All I do is cut niggas from 'round me
An' they know the reason why they got cut
You can lie to the best just to get a buzz
'Cause these niggas know I do everything
Puppet master over heads, I'm pullin' strings
Nigga, I'm the reason everybody gettin' high
Singin' slow, rockin' camo tees and white hoes
But they can have it, I touch any lane
Man, it don't matter, kill it anyway
Arenas in the spring, I'm hella paid
That means hella face, hella mouth, hella brain
These bitches goin' hard, they losin' shame
I got 'em trainin' like they losin' weight
I'm in Miami, I fuck every day
I never slow the pace, this shit's a throwaway

[Chorus]
I got 'em sweatin' off a throwaway (yeah, mhm)
Man, this shit is such a throwaway, yeah, yeah
(This ain't that album shit, man, this just a throwaway)",
0,Beautiful Desires,"[Verse 1]
Feeling somebody
Cold when you're numb
My weakness somebody
How will I know?

[Chorus]
How will I know? yeah
How will I
How will I know if I don't look
Spending time
How will I know?
How will I know?
How will I Iove to love you
How will I make you love me?
How will I know?

[Verse 2]
Tell me, what did you know?
Didn't you tell I make enough to
Rolling and spinning the taste you rolling a pour i'm making you too
Seeing my body on tour, while making you poke
I'm making you look
Holding your body the same
How will I know

[Chorus]
How will I know? yeah
How will I know?
Know that I don't
But I don't, when it's on
Girl I know
How will I know?
How will I know?
How will I know but you come all alone?
How will I know?
How will I know?
How will I

Cool",
0,Be God,"[Verse 1]
Now she's here
Now she's here and you are gone, oh yeah
You've been gone and I've been showing all your moves to her
I've been using all your moves, oh yeah
So thank you, oh yeah
I'ma thank you that you left me
Baby, I'ma thank that you helped me be the best to her
I'ma be the best, oh yeah

[Chorus]
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God (to her)
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God (to her)
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be...

[Verse 2]
Now she ringing up my phone, ayy
Begging me for more
And she telling all her friends
'bout these nights that never end, never end, oh yeah
But there's enough to pass around, you don't gotta wait in line
And the clocks don't work, you don't gotta check the time
Baby, baby
And if you wanna last long, baby take another line
You ain't gotta feel the shame, girl we do it all the time
Baby, oh yeah, so...

[Chorus]
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God (to her)
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be God (to her)
And I'ma be God, and I'ma be God
And I'ma be God, and I'ma be...

[Outro]
I'ma take the credit, oh
Oh watch me take the credit
All from you
Watch me take your credit
Baby, baby, baby",
0,Belong To The World,"[Intro]
The wind in the sky
Please gather the clouds
And close the way of the wind
I need to make the beautiful dancer
Like a muse, so I can keep looking at her
Too bad if you forget about me
I have to live with it
We swear by God we will be together forever
Now I'm worried God will take your soul
Because you broke your promise
Like the fire which guards light up to search things
Burns up in the night
And fades into the daylight
Just as my love and thoughts of you
Burn in the night and fade into the sun

[Verse 1]
I know you want your money, girl
Cause you do this every day, okay
The way you doubt your feelings
And look the other way
Well, it's something I relate to
Your gift of nonchalance
But nobody's ever made me fall in love
With this amount of touch, well

[Pre-Chorus]
I'm not a fool
I just love that you're dead inside (that you're dead inside)
I'm not a fool, I'm just lifeless too
But you taught me how to feel
When nobody ever would
And you taught me how to love
What nobody ever could

[Chorus]
Ooh girl, I know I should leave you
And learn to mistreat you
Cause you belong to the world
And ooh girl, I wanna embrace you
Domesticate you
But you belong to the world

[Verse 2]
And I know that I'm saying too much
Even though I'd rather hold my tongue
And I'll pull you closer holding on to
Every moment till my time is done
And this ain't right, you've been the only one to make me smile
In so long, I've succumbed to what I've become, baby

[Pre-Chorus]
I'm not a fool
I just love that you're dead inside (that you're dead inside)
I'm not a fool, I'm just lifeless too
But you taught me how to feel
When nobody ever would
And you taught me how to love
What nobody ever could

[Chorus]
Ooh girl, I know I should leave you (I know I should leave you)
And learn to mistreat you (And learn to mistreat you)
Cause you belong to the world (ooh yeah, ooh yeah)
And ooh girl, I wanna embrace you (oh babe, I wanna embrace you)
Domesticate you (Domesticate you)
But you belong to the world (Oh baby)

[Bridge]
You belong to the world, you belong to the world
You belong to the loneliness of filling every need
You belong to the world, you belong to the world
You belong to the temporary moments of a dream

[Hook]
Ooh girl, I know I should leave you
And learn to mistreat you
Cause you belong to the world
And ooh girl, I want to embrace you
Domesticate you
But you belong to the world

[Outro]
You belong to the world
You belong to the world
You belong to the world
You belong to the world",Kiss Land (Deluxe)
0,Birthday Suit,"[Intro]
(Noise)

[Verse 1]
Here's your special cake
Cake, cake, cake, cake, cake, cake
Watch me throw it in the air
Pocket full of ones with the zeros in a pair
Find myself starin' at your waist
Waist, waist, waist, waist, waist, waist, waist (Ohh)
On my Superman shit
X-ray visions while you shakin' those hips (shakin' that shit)

[Chorus]
I just wanna see you in your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin

[Verse 2]
Baby, it's your special day
Day, day, day, day, day, day
You already know, paddlin' a boat way I make your river flow
Baby, you gonna make me take a break (Break)
Oh babe, oh babe, oh babe, oh babe, oh babe
Back at it again, money ain't a thing, baby I made it to spend

[Chorus]
So just get in your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared (yo, check it)
Kissin' on your skin, girl, before we begin

[Verse 3]
Girl, take off your outfit, call my place a dressing room
I be on that pussy but before my mind's undressing you
My stride Martin Luther with the brain like Luthor
Kryptonite in my pants, so her head go super
Ya man do you wrong, like he printed out a typo
Your body so crack should be whiter than albino
Your body so crack got me horny like a rhino
Shit, I know you seen wood like pine glow
Trust me when I say I'll keep you sacred like Chi Lo
Trust me when I say I'll satisfy you till the night go
Girl, you already know the best damn part is
Get you on your back wax you like Kelly Clarkson
Officers, bad girl, you're so wanted
To be honest, got a rocket in my pocket
Won't you want it baby, I just want you on it, babe, oh whoa

[Chorus]
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin
In your birthday suit
Take it all off, I don’t wanna see you, baby, in those draws
In your birthday suit, don't be scared
Kissin' on your skin, girl, before we begin

[Outro]
In your birthday suit
Birthday suit, ohh",The Noise EP
0,Call Out My Name,"[Verse 1]
We found each other
I helped you out of a broken place
You gave me comfort
But falling for you was my mistake

[Pre-Chorus]
I put you on top, I put you on top
I claimed you so proud and openly
And when times were rough, when times were rough
I made sure I held you close to me

[Chorus]
So call out my name (call out my name)
Call out my name when I kiss you so gently
I want you to stay (want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (why can't you wait, baby?)
Girl, why can't you wait 'til I fall out of love?
Won't you call out my name? (call out my name)
Girl, call out my name, and I'll be on my way and
I'll be on my—

[Verse 2]
I said I didn't feel nothing, baby, but I lied
I almost cut a piece of myself for your life
Guess I was just another pit stop
'Til you made up your mind
You just wasted my time

[Pre-Chorus]
You were on top, I put you on top
I claimed you so proud and openly, babe
And when times were rough, when times were rough
I made sure I held you close to me

[Chorus]
So call out my name (call out my name, baby)
So call out my name when I kiss you so gently (ohh)
I want you to stay (I want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (girl, why can't you wait 'til I?)
Girl, why can't you wait 'til I fall out of loving?
Babe, call out my name (say call out my name, baby)
Just call out my name and I'll be on my way
Girl, I'll be on my—

[Outro]
On my way, on my way
On my way, on my way, ooh
On my way, on my way, on my way
On my way, on my way, on my way
(On my)","My Dear Melancholy,"
0,Call Out My Name (A Cappella),"[Verse 1]
We found each other
I helped you out of a broken place
You gave me comfort
But falling for you was my mistake

[Pre-Chorus]
I put you on top, I put you on top
I claimed you so proud and openly
And when times were rough, when times were rough
I made sure I held you close to me

[Chorus]
So call out my name (call out my name)
Call out my name when I kiss you so gently
I want you to stay (want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (why can't you wait, baby?)
Girl, why can't you wait 'til I fall out of love?
Won't you call out my name? (call out my name)
Girl, call out my name, and I'll be on my way and
I'll be on my—

[Verse 2]
I said I didn't feel nothing, baby, but I lied
I almost cut a piece of myself for your life
Guess I was just another pit stop
'Til you made up your mind
You just wasted my time

[Pre-Chorus]
You were on top, I put you on top
I claimed you so proud and openly, babe
And when times were rough, when times were rough
I made sure I held you close to me

[Chorus]
So call out my name (call out my name, baby)
So call out my name when I kiss you so gently (ohh)
I want you to stay (I want you to stay)
I want you to stay even though you don't want me
Girl, why can't you wait? (girl, why can't you wait 'til I?)
Girl, why can't you wait 'til I fall out of loving?
Babe, call out my name (say call out my name, baby)
Just call out my name and I'll be on my way
Girl, I'll be on my—

[Outro]
On my way, all the way
On my way, all the way, ooh
On my way, on my way, on my way
On my way, on my way, on my way
(On my)","My Dear Melancholy,"
